,premise,hypothesis,gold_label,type,glove_embedding,predicted_label
,"Is it true that if Melissa paints this portrait, she'll never paint a portrait again?",Melissa will paint a portrait.,N,type2_again,"[ 0.27154672  0.129376   -0.1629838  -0.1823128   0.7130553   0.340626
 -0.35441798 -0.329614   -0.29070652  0.24392697 -0.0241819   0.2013927
 -0.203548   -0.06949389  0.53137696  0.277151    0.14392318 -0.10343101
 -0.180097   -0.647181   -0.0930201   0.19853075  0.15842399 -0.3283941
  0.306304   -1.60711    -0.92374706  0.4987023   0.48120022 -0.30749476
  2.78213    -0.312469   -0.360238   -0.631161   -0.08740463  0.01632
  0.04249308  0.41690502  0.04474609 -0.5343681   0.07422189  0.08262153
 -0.0313588   0.01385407  0.0639114   0.1095921  -0.1197603  -0.13254806
  0.1978434  -0.01950448  0.19227667  0.14219333  0.03970401 -0.04250999
  0.419938    0.19836335 -0.53523666 -0.33054924 -0.17674334  0.03920667
 -0.014141   -0.03369766 -0.05483     0.21544866  0.28675666  0.36839667
  0.154377   -0.04807999 -0.19861467 -1.0480267   0.08638466 -0.01714534
 -0.14036766 -0.45571664 -0.19225933 -1.59139    -0.44250667  0.47792998
  0.36942998 -0.47138667  3.1771002   0.03405333 -0.82725334 -0.27326468
  0.04667853  0.26728     0.18439358  0.50189334  0.42708266 -0.5962667
  0.03583999  0.17910309  0.04266667 -0.13726266  0.3093587   0.1358067
 -0.00668433 -0.13797067  0.32660666 -0.08567   ]",N
,"If Melissa paints this portrait, she'll never paint a portrait again.","After having painted this portrait, Melissa will paint another portrait.",C,type2_again,"[ 6.7019507e-02  1.8618000e-01 -3.0852470e-01 -3.1176731e-01
  6.5269399e-01  3.3094168e-01 -4.2311382e-01 -4.8326334e-01
 -4.0911332e-01  2.7966166e-01 -1.1415384e-01  4.4111162e-02
 -5.4754999e-02  1.4245163e-02  3.9180335e-01  3.8974982e-02
  5.7719997e-03 -1.2428651e-01 -1.8483333e-01 -6.8767500e-01
  8.2478166e-02  2.6742569e-01  6.3661665e-02 -5.5153042e-01
  1.8506998e-01 -1.2826833e+00 -1.0523051e+00  6.1670667e-01
  3.9167002e-01 -2.8566182e-01  2.3077166e+00 -4.8947668e-01
 -2.9458168e-01 -7.1423167e-01 -2.7154384e-02  3.2019168e-01
  3.0648468e-02  6.9607002e-01  6.7186661e-02 -6.2064004e-01
  1.9365500e-01  1.1198755e-01  4.4706509e-02 -2.3970489e-01
  2.5054917e-01  8.9391001e-02 -3.7428167e-02 -3.4576535e-01
  3.6691001e-01 -1.9138999e-01  3.7373331e-01  1.6523433e-01
 -6.7016333e-02 -2.8217000e-01  4.7078571e-01  2.1861868e-01
 -5.9349501e-01 -2.7235961e-01 -3.9301348e-01 -4.9048837e-02
  3.4283349e-04  8.6311184e-02 -1.9622833e-01  2.6996000e-02
  4.9415135e-01  1.9713585e-01  3.3962835e-02 -1.4421351e-01
 -3.1359568e-01 -8.2507062e-01 -5.4860834e-02 -4.0564984e-03
  1.4637469e-01 -3.1041750e-01  5.9429165e-02 -1.4151934e+00
 -6.1677635e-01  4.5614851e-01  2.7753916e-01 -3.8583553e-01
  2.9661334e+00 -7.0831671e-02 -3.3633003e-01 -5.2762568e-01
  4.4787098e-02  2.3926835e-01  1.9493346e-01  4.9381647e-01
 -2.0786999e-02 -4.5225501e-01 -3.0255003e-02  8.1512555e-02
  9.0598494e-02 -7.0089251e-02  2.1458183e-01  1.0493667e-01
 -1.6509034e-01 -2.9634869e-01  2.1683185e-01 -3.0000216e-01]",N
,"If Jennifer recommends this place to her brother, she'll never recommend a place to her brother again.",Jennifer will recommend a place to her brother.,N,type2_again,"[ 0.3484931   0.26400366 -0.31616083 -0.26850167  0.60363233  0.29312956
 -0.41287914  0.26381326 -0.02779916 -0.09313518 -0.06812482  0.21914835
 -0.34766582 -0.10952008  0.5752867   0.18660085 -0.11302859 -0.23925759
 -0.18252085 -0.3674592   0.1702549   0.37398502  0.15663065  0.02471625
  0.17863066 -1.8195691  -0.25519317 -0.07025084  0.20427084 -0.34017196
  2.9727833   0.16547418 -0.6365817  -0.27125734  0.18901783 -0.033605
  0.22386914  0.45813647  0.14252216 -0.41754246 -0.06704417  0.03993617
 -0.09668425  0.03666256  0.06330293 -0.03053908 -0.00802833 -0.3701805
  0.09632141  0.13690667  0.44822502  0.26186952 -0.23584668 -0.14740166
  0.54516     0.15045433 -0.3574933   0.20753856  0.07639    -0.12116367
 -0.08842399  0.09811667 -0.23587     0.05915249  0.534465    0.354955
  0.0067155  -0.25651667 -0.16452901 -0.57724494  0.25367066  0.23601834
  0.03067183 -0.04866     0.026891   -1.8379666  -0.13853633 -0.04372833
  0.11524167 -0.36603332  3.2866666   0.36937833 -0.7991933  -0.17730065
  0.19039543 -0.079525    0.30923298  0.43851483  0.14432684 -0.52791166
 -0.11785499  0.02289567  0.00415767  0.04375534  0.08602268  0.01833334
  0.04877333 -0.15240318  0.07192083  0.18709333]",E
,"It's not the case that if Jennifer recommends this place to her brother, she'll never recommend a place to her brother again.",Jennifer will recommend a place to her brother.,N,type2_again,"[ 0.42548215  0.15661848 -0.23280637 -0.15351324  0.59168804  0.31738222
 -0.34048158  0.20970207 -0.02779648 -0.08600459 -0.01750847  0.24663766
 -0.41461885 -0.11809243  0.6555483   0.28776252 -0.03824253 -0.25495008
 -0.16518165 -0.4311583   0.06181394  0.27220494  0.19197987 -0.0056101
  0.14622048 -1.9787427  -0.3238587   0.01935194  0.2125148  -0.3371108
  3.1544178   0.05317764 -0.6251971  -0.38374984  0.13983332 -0.12631738
  0.24867117  0.31006044  0.1276493  -0.3574208  -0.14374352  0.09624494
 -0.06244065  0.16412906  0.01655082 -0.02165752 -0.09335023 -0.18844153
  0.05891953  0.11668501  0.44822502  0.26186952 -0.23584668 -0.14740166
  0.54516     0.15045433 -0.3574933   0.20753856  0.07639    -0.12116367
 -0.08842399  0.09811667 -0.23587     0.05915249  0.534465    0.354955
  0.0067155  -0.25651667 -0.16452901 -0.57724494  0.25367066  0.23601834
  0.03067183 -0.04866     0.026891   -1.8379666  -0.13853633 -0.04372833
  0.11524167 -0.36603332  3.2866666   0.36937833 -0.7991933  -0.17730065
  0.19039543 -0.079525    0.30923298  0.43851483  0.14432684 -0.52791166
 -0.11785499  0.02289567  0.00415767  0.04375534  0.08602268  0.01833334
  0.04877333 -0.15240318  0.07192083  0.18709333]",E
,"Sam believes that if Jennifer recommends this place to her brother, she'll never recommend a place to her brother again.",Jennifer will recommend a place to her brother.,N,type2_again,"[ 0.3862785   0.1951278  -0.20920306 -0.21002367  0.6187818   0.2809276
 -0.38635978  0.22572425 -0.025364   -0.04754413 -0.0129636   0.27115932
 -0.41178867 -0.14406075  0.6356793   0.29775867  0.00930113 -0.23203334
 -0.11123534 -0.40164056  0.04440193  0.3420576   0.16112854 -0.00501233
  0.22398989 -1.9050152  -0.25679252 -0.02054333  0.22105215 -0.31885472
  3.0049734   0.13857207 -0.6142194  -0.32834718  0.10841294 -0.12241267
  0.20195131  0.37777984  0.13143806 -0.40539208 -0.09775567  0.08472407
 -0.08696754  0.09198657  0.06552701 -0.02498532 -0.09054    -0.20232175
  0.05733974  0.19077304  0.44822502  0.26186952 -0.23584668 -0.14740166
  0.54516     0.15045433 -0.3574933   0.20753856  0.07639    -0.12116367
 -0.08842399  0.09811667 -0.23587     0.05915249  0.534465    0.354955
  0.0067155  -0.25651667 -0.16452901 -0.57724494  0.25367066  0.23601834
  0.03067183 -0.04866     0.026891   -1.8379666  -0.13853633 -0.04372833
  0.11524167 -0.36603332  3.2866666   0.36937833 -0.7991933  -0.17730065
  0.19039543 -0.079525    0.30923298  0.43851483  0.14432684 -0.52791166
 -0.11785499  0.02289567  0.00415767  0.04375534  0.08602268  0.01833334
  0.04877333 -0.15240318  0.07192083  0.18709333]",E
,"Is it true that if Jennifer recommends this place to her brother, she'll never recommend a place to her brother again?",Jennifer will recommend a place to her brother.,N,type2_again,"[ 4.05954182e-01  2.09045261e-01 -2.23288745e-01 -1.98409006e-01
  6.53623581e-01  3.08635294e-01 -3.72502953e-01  1.73074931e-01
 -4.91234362e-02 -2.22701337e-02 -2.33996250e-02  2.73690015e-01
 -3.67433757e-01 -1.30915701e-01  6.16649330e-01  2.98554361e-01
  3.01605836e-03 -1.97480157e-01 -1.80138752e-01 -4.22204435e-01
  3.86243090e-02  3.04285854e-01  1.92614868e-01  2.01148167e-02
  2.56011754e-01 -1.88811433e+00 -3.74122411e-01  2.77358070e-02
  3.07077020e-01 -3.40189993e-01  3.10302520e+00  1.12366244e-01
 -5.92116952e-01 -3.30081761e-01  9.73183662e-02 -1.35075644e-01
  1.82966858e-01  3.43141735e-01  1.09662935e-01 -4.14396942e-01
 -7.65150711e-02  3.95952538e-02 -1.08877376e-01  1.26045048e-01
 -6.53412193e-03  1.20691331e-02 -6.68358728e-02 -2.30815917e-01
  5.83019480e-02  1.62260979e-01  4.48225021e-01  2.61869520e-01
 -2.35846683e-01 -1.47401661e-01  5.45159996e-01  1.50454327e-01
 -3.57493311e-01  2.07538560e-01  7.63899982e-02 -1.21163666e-01
 -8.84239897e-02  9.81166661e-02 -2.35870004e-01  5.91524877e-02
  5.34465015e-01  3.54954988e-01  6.71549654e-03 -2.56516665e-01
 -1.64529011e-01 -5.77244937e-01  2.53670663e-01  2.36018345e-01
  3.06718349e-02 -4.86599989e-02  2.68910024e-02 -1.83796656e+00
 -1.38536334e-01 -4.37283330e-02  1.15241669e-01 -3.66033316e-01
  3.28666663e+00  3.69378328e-01 -7.99193323e-01 -1.77300647e-01
  1.90395430e-01 -7.95250013e-02  3.09232980e-01  4.38514829e-01
  1.44326836e-01 -5.27911663e-01 -1.17854990e-01  2.28956658e-02
  4.15766751e-03  4.37553413e-02  8.60226750e-02  1.83333363e-02
  4.87733334e-02 -1.52403176e-01  7.19208345e-02  1.87093332e-01]",E
,"If Jennifer recommends this place to her brother, she'll never recommend a place to her brother again.","After having recommended this place to her brother, Jennifer will recommend another place.",C,type2_again,"[ 0.3484931   0.26400366 -0.31616083 -0.26850167  0.60363233  0.29312956
 -0.41287914  0.26381326 -0.02779916 -0.09313518 -0.06812482  0.21914835
 -0.34766582 -0.10952008  0.5752867   0.18660085 -0.11302859 -0.23925759
 -0.18252085 -0.3674592   0.1702549   0.37398502  0.15663065  0.02471625
  0.17863066 -1.8195691  -0.25519317 -0.07025084  0.20427084 -0.34017196
  2.9727833   0.16547418 -0.6365817  -0.27125734  0.18901783 -0.033605
  0.22386914  0.45813647  0.14252216 -0.41754246 -0.06704417  0.03993617
 -0.09668425  0.03666256  0.06330293 -0.03053908 -0.00802833 -0.3701805
  0.09632141  0.13690667  0.45933443  0.16841589 -0.18980113 -0.21240331
  0.4219711   0.20700732 -0.32761002  0.19444682  0.05122988 -0.10962722
 -0.01068767  0.16783778 -0.27073112 -0.08112167  0.6387956   0.3133339
 -0.026159   -0.25035125 -0.17516045 -0.51589036  0.20044944  0.14939001
  0.22872788 -0.05061278  0.04692622 -1.7184889  -0.14798957 -0.08028655
  0.05920777 -0.23178479  3.1834888   0.27742776 -0.58486444 -0.33905378
  0.23621328 -0.08963779  0.35584086  0.433712    0.03156567 -0.42199665
 -0.15426333  0.01177889  0.0489741   0.1352694   0.03835233 -0.01139666
 -0.05572656 -0.00778434  0.04822311  0.19049412]",E
,"If the butcher has an inspiring son, he accompanies his son to the wedding.",The butcher does not have an inspiring son.,N,type2_possessive,"[ 1.90417543e-01  2.93177545e-01 -2.86144525e-01 -2.79696733e-01
  5.67357004e-01  2.55043387e-01 -4.57901835e-01  7.12439939e-02
 -2.09027052e-01  1.99027499e-03 -5.28180879e-03  2.23921821e-01
 -5.04762232e-01 -1.44255817e-01  2.78020412e-01 -9.77740064e-02
 -1.00595996e-01  3.85954529e-02 -3.69047463e-01  4.52130996e-02
 -3.22682201e-03  3.34244519e-01  6.09781407e-03 -9.87939090e-02
  2.39917278e-01 -1.73180282e+00 -3.75425309e-01 -1.17706180e-01
  1.07737239e-02  4.69182152e-03  2.76059031e+00 -7.57808164e-02
 -2.50503182e-01 -1.83656350e-01  1.42450482e-01  1.22159250e-01
  1.16127640e-01  2.44586468e-01  3.62073891e-02 -1.91011474e-01
  5.13721071e-03  1.87980354e-01 -4.41647232e-01 -4.35679592e-02
  7.97521994e-02  2.11834498e-02 -1.69032916e-01 -2.81694829e-01
 -5.38927456e-03 -7.06682727e-02  2.69473314e-01  3.22116613e-02
 -6.65735975e-02 -2.31643483e-01  6.39885247e-01  2.45229170e-01
 -3.05192679e-01 -9.55468342e-02 -6.28049895e-02  3.05963844e-01
 -6.84266612e-02  2.38135859e-01 -3.63347501e-01 -8.65556672e-02
  4.17567343e-01  2.30214998e-01  3.94922704e-01  7.16244504e-02
 -1.01092003e-01 -3.43983293e-01 -2.15290502e-01  2.83300012e-01
  1.90844491e-01  1.36067823e-01  2.29129329e-01 -1.57855332e+00
 -4.63371038e-01 -1.55663341e-02  3.39822650e-01 -1.65371642e-01
  2.80263329e+00  2.24000216e-03 -1.16103329e-01 -3.43483329e-01
  5.42719923e-02 -3.47011574e-02  1.75838351e-01  1.04032338e-01
 -8.31261724e-02 -1.70720831e-01 -4.12536189e-02  1.80043340e-01
 -1.51488349e-01  3.52607727e-01  2.96422213e-01  1.31034002e-01
 -3.86595696e-01  1.24241672e-01 -3.44791673e-02  2.98124999e-01]",E
,"It's not the case that if the butcher has an inspiring son, he accompanies his son to the wedding.",The butcher does not have an inspiring son.,N,type2_possessive,"[ 3.2161707e-01  1.6996394e-01 -2.0696051e-01 -1.5402305e-01
  5.6600231e-01  2.9271376e-01 -3.6690980e-01  7.3928744e-02
 -1.5239048e-01 -2.0160180e-02  2.8859630e-02  2.5163752e-01
 -5.2680725e-01 -1.4250900e-01  4.5619404e-01  9.8577410e-02
 -2.5021002e-02 -6.4906880e-02 -2.9233500e-01 -1.5142724e-01
 -6.4232312e-02  2.3852208e-01  9.0697855e-02 -9.2418730e-02
  1.8632938e-01 -1.9283519e+00 -4.1080984e-01 -7.6734368e-03
  8.0000751e-02 -9.9825628e-02  3.0198867e+00 -1.1970372e-01
 -3.5905659e-01 -3.3055499e-01  1.0474421e-01 -2.5023952e-02
  1.7614901e-01  1.5399006e-01  5.3628325e-02 -1.9792314e-01
 -9.8912537e-02  2.0154463e-01 -2.9746246e-01  1.1693724e-01
  2.4937689e-02  1.4456818e-02 -2.0937350e-01 -1.1624894e-01
 -1.3344188e-02 -2.7286611e-02  2.6947331e-01  3.2211661e-02
 -6.6573597e-02 -2.3164348e-01  6.3988525e-01  2.4522917e-01
 -3.0519268e-01 -9.5546834e-02 -6.2804990e-02  3.0596384e-01
 -6.8426661e-02  2.3813586e-01 -3.6334750e-01 -8.6555667e-02
  4.1756734e-01  2.3021500e-01  3.9492270e-01  7.1624450e-02
 -1.0109200e-01 -3.4398329e-01 -2.1529050e-01  2.8330001e-01
  1.9084449e-01  1.3606782e-01  2.2912933e-01 -1.5785533e+00
 -4.6337104e-01 -1.5566334e-02  3.3982265e-01 -1.6537164e-01
  2.8026333e+00  2.2400022e-03 -1.1610333e-01 -3.4348333e-01
  5.4271992e-02 -3.4701157e-02  1.7583835e-01  1.0403234e-01
 -8.3126172e-02 -1.7072083e-01 -4.1253619e-02  1.8004334e-01
 -1.5148835e-01  3.5260773e-01  2.9642221e-01  1.3103400e-01
 -3.8659570e-01  1.2424167e-01 -3.4479167e-02  2.9812500e-01]",E
,"Sam believes that if the butcher has an inspiring son, he accompanies his son to the wedding.",The butcher does not have an inspiring son.,N,type2_possessive,"[ 2.64775217e-01  2.13130429e-01 -1.77979007e-01 -2.14642793e-01
  5.91361940e-01  2.50131160e-01 -4.19840515e-01  7.16992095e-02
 -1.67583391e-01  3.04537844e-02  4.03531529e-02  2.78624982e-01
 -5.39801836e-01 -1.73820302e-01  4.06426758e-01  8.22611228e-02
  2.78074313e-02 -1.32042123e-02 -2.52700150e-01 -7.98396319e-02
 -1.00894645e-01  3.08552355e-01  4.31740023e-02 -1.04179502e-01
  2.75383562e-01 -1.84215927e+00 -3.51374835e-01 -5.42791411e-02
  7.02173635e-02 -4.63676155e-02  2.84054923e+00 -5.29069975e-02
 -3.09274644e-01 -2.63595730e-01  6.60668015e-02 -6.36986224e-03
  1.15731716e-01  2.04250783e-01  4.71133068e-02 -2.26535514e-01
 -4.32354026e-02  2.04243645e-01 -3.57315809e-01  3.29000056e-02
  7.86102936e-02  1.60505027e-02 -2.22937316e-01 -1.20807387e-01
 -2.53602117e-02  3.15260217e-02  2.69473314e-01  3.22116613e-02
 -6.65735975e-02 -2.31643483e-01  6.39885247e-01  2.45229170e-01
 -3.05192679e-01 -9.55468342e-02 -6.28049895e-02  3.05963844e-01
 -6.84266612e-02  2.38135859e-01 -3.63347501e-01 -8.65556672e-02
  4.17567343e-01  2.30214998e-01  3.94922704e-01  7.16244504e-02
 -1.01092003e-01 -3.43983293e-01 -2.15290502e-01  2.83300012e-01
  1.90844491e-01  1.36067823e-01  2.29129329e-01 -1.57855332e+00
 -4.63371038e-01 -1.55663341e-02  3.39822650e-01 -1.65371642e-01
  2.80263329e+00  2.24000216e-03 -1.16103329e-01 -3.43483329e-01
  5.42719923e-02 -3.47011574e-02  1.75838351e-01  1.04032338e-01
 -8.31261724e-02 -1.70720831e-01 -4.12536189e-02  1.80043340e-01
 -1.51488349e-01  3.52607727e-01  2.96422213e-01  1.31034002e-01
 -3.86595696e-01  1.24241672e-01 -3.44791673e-02  2.98124999e-01]",E
,"Is it true that if the butcher has an inspiring son, he accompanies his son to the wedding?",The butcher does not have an inspiring son.,N,type2_possessive,"[ 2.9386288e-01  2.2677554e-01 -1.9508533e-01 -2.0194587e-01
  6.3035446e-01  2.8173918e-01 -4.0282780e-01  2.5808258e-02
 -1.8344550e-01  5.2212857e-02  2.5666935e-02  2.8082663e-01
 -4.8395568e-01 -1.5781493e-01  4.0141162e-01  9.7476386e-02
  1.9869605e-02  9.0639396e-03 -3.1676614e-01 -1.2322772e-01
 -9.7371012e-02  2.7049622e-01  8.4623054e-02 -7.0766069e-02
  3.0611399e-01 -1.8283221e+00 -4.7022116e-01 -5.3232710e-04
  1.7203286e-01 -8.7291136e-02  2.9560993e+00 -6.8094589e-02
 -3.0602834e-01 -2.6976267e-01  5.7055678e-02 -2.7613211e-02
  1.0122960e-01  1.7887208e-01  2.9508153e-02 -2.4806447e-01
 -2.4213444e-02  1.4813827e-01 -3.6266312e-01  7.3168144e-02
  8.7286433e-04  5.2839532e-02 -1.8882641e-01 -1.5663545e-01
 -1.8820532e-02  1.1729606e-02  2.6947331e-01  3.2211661e-02
 -6.6573597e-02 -2.3164348e-01  6.3988525e-01  2.4522917e-01
 -3.0519268e-01 -9.5546834e-02 -6.2804990e-02  3.0596384e-01
 -6.8426661e-02  2.3813586e-01 -3.6334750e-01 -8.6555667e-02
  4.1756734e-01  2.3021500e-01  3.9492270e-01  7.1624450e-02
 -1.0109200e-01 -3.4398329e-01 -2.1529050e-01  2.8330001e-01
  1.9084449e-01  1.3606782e-01  2.2912933e-01 -1.5785533e+00
 -4.6337104e-01 -1.5566334e-02  3.3982265e-01 -1.6537164e-01
  2.8026333e+00  2.2400022e-03 -1.1610333e-01 -3.4348333e-01
  5.4271992e-02 -3.4701157e-02  1.7583835e-01  1.0403234e-01
 -8.3126172e-02 -1.7072083e-01 -4.1253619e-02  1.8004334e-01
 -1.5148835e-01  3.5260773e-01  2.9642221e-01  1.3103400e-01
 -3.8659570e-01  1.2424167e-01 -3.4479167e-02  2.9812500e-01]",E
,"If the butcher has an inspiring son, he accompanies his son to the wedding.",The butcher does not accompany his inspiring son.,C,type2_possessive,"[ 1.90417543e-01  2.93177545e-01 -2.86144525e-01 -2.79696733e-01
  5.67357004e-01  2.55043387e-01 -4.57901835e-01  7.12439939e-02
 -2.09027052e-01  1.99027499e-03 -5.28180879e-03  2.23921821e-01
 -5.04762232e-01 -1.44255817e-01  2.78020412e-01 -9.77740064e-02
 -1.00595996e-01  3.85954529e-02 -3.69047463e-01  4.52130996e-02
 -3.22682201e-03  3.34244519e-01  6.09781407e-03 -9.87939090e-02
  2.39917278e-01 -1.73180282e+00 -3.75425309e-01 -1.17706180e-01
  1.07737239e-02  4.69182152e-03  2.76059031e+00 -7.57808164e-02
 -2.50503182e-01 -1.83656350e-01  1.42450482e-01  1.22159250e-01
  1.16127640e-01  2.44586468e-01  3.62073891e-02 -1.91011474e-01
  5.13721071e-03  1.87980354e-01 -4.41647232e-01 -4.35679592e-02
  7.97521994e-02  2.11834498e-02 -1.69032916e-01 -2.81694829e-01
 -5.38927456e-03 -7.06682727e-02  1.40227184e-01  2.28574991e-01
 -2.37228930e-01 -3.61246198e-01  5.98063290e-01  1.42495826e-01
 -2.83814341e-01  1.67699859e-01 -1.27681658e-01  2.32142672e-01
 -1.84844986e-01  4.84576672e-01 -3.58703345e-01 -5.09156696e-02
  4.19361681e-01  1.31044984e-01  1.01466678e-01 -1.30095527e-01
  1.00842990e-01 -3.73049647e-01 -1.04565002e-01  3.86671662e-01
  2.11895481e-01  8.27711672e-02  4.02428359e-01 -1.41964674e+00
 -5.12483358e-01 -1.07231170e-01  3.86447817e-01 -2.04746172e-01
  2.30578327e+00  1.74231663e-01 -3.13488305e-01 -2.55796671e-01
  9.76466537e-02  1.66801676e-01  2.01997161e-01  2.07118347e-01
 -1.80926800e-01 -2.39424989e-01  8.39780495e-02  2.15423346e-01
 -3.44470650e-01  7.54064098e-02  3.65344882e-01  1.38369665e-01
 -1.29025340e-01 -1.10573173e-01 -7.38038346e-02  3.15501660e-01]",E
,"If the senator has a prudent sister, he serves hot tea to his sister.",The senator does not have a prudent sister.,N,type2_possessive,"[ 0.07816028  0.14777821 -0.31531617 -0.17092362  0.417757    0.11825535
 -0.4850629   0.00838716 -0.12425885 -0.09071846 -0.25276154  0.08090536
 -0.1220691   0.01687846  0.05245095 -0.05357628 -0.01106701  0.14487301
 -0.26484635 -0.34298146  0.05850917  0.16862616  0.18869963 -0.1084892
  0.10660981 -1.7589356  -0.0682939   0.20866154  0.05758999  0.0670809
  2.9277      0.00437019 -0.41830656 -0.1061691   0.12538153 -0.14700273
 -0.04772427  0.5189135   0.13448156 -0.35487482 -0.11417501  0.2114622
 -0.3403198   0.09974772 -0.02566718  0.15983528 -0.31942272 -0.18925719
  0.18964915  0.21887536  0.421365   -0.13954334 -0.01843693 -0.29392782
  0.50471026  0.26248333 -0.30377933 -0.06975734 -0.23989166 -0.07470284
 -0.22511446  0.3589382  -0.2033817  -0.01734617  0.27504995  0.288075
  0.30503502 -0.07443505  0.10132    -0.5569933  -0.38873294  0.07099431
  0.08370116 -0.15211333  0.2562917  -1.9738168  -0.24382167  0.12296367
  0.22048832 -0.08418834  2.90255     0.08326    -0.5600129  -0.45039168
  0.0633155  -0.43061018  0.10249     0.25100532 -0.06838334 -0.42264083
 -0.35790953  0.24926169 -0.05165499  0.446972   -0.08161167 -0.06926933
 -0.40884197  0.29812133  0.19866413  0.73104167]",E
,"It's not the case that if the senator has a prudent sister, he serves hot tea to his sister.",The senator does not have a prudent sister.,N,type2_possessive,"[ 0.24444018  0.07000189 -0.22701602 -0.07924157  0.4631523   0.19867198
 -0.38558307  0.03071467 -0.09411235 -0.08389743 -0.14128268  0.15331368
 -0.2637056  -0.03172919  0.30111504  0.12896335  0.03653019  0.00815893
 -0.22069676 -0.41831097 -0.0217888   0.12465945  0.2162366  -0.09908424
  0.0946805  -1.9470056  -0.1996571   0.21670438  0.11218693 -0.05693313
  3.1347752  -0.06459989 -0.47442138 -0.27728248  0.09300931 -0.21007285
  0.06350082  0.3425899   0.12119182 -0.3105792  -0.18093969  0.21768837
 -0.22779986  0.21546677 -0.04753813  0.10977995 -0.31276652 -0.05269806
  0.12074474  0.17177463  0.421365   -0.13954334 -0.01843693 -0.29392782
  0.50471026  0.26248333 -0.30377933 -0.06975734 -0.23989166 -0.07470284
 -0.22511446  0.3589382  -0.2033817  -0.01734617  0.27504995  0.288075
  0.30503502 -0.07443505  0.10132    -0.5569933  -0.38873294  0.07099431
  0.08370116 -0.15211333  0.2562917  -1.9738168  -0.24382167  0.12296367
  0.22048832 -0.08418834  2.90255     0.08326    -0.5600129  -0.45039168
  0.0633155  -0.43061018  0.10249     0.25100532 -0.06838334 -0.42264083
 -0.35790953  0.24926169 -0.05165499  0.446972   -0.08161167 -0.06926933
 -0.40884197  0.29812133  0.19866413  0.73104167]",E
,"Sam believes that if the senator has a prudent sister, he serves hot tea to his sister.",The senator does not have a prudent sister.,N,type2_possessive,"[ 1.76573083e-01  9.88880917e-02 -2.00899556e-01 -1.29178196e-01
  4.73819047e-01  1.42654851e-01 -4.41181362e-01  2.23116968e-02
 -1.00979805e-01 -4.23887968e-02 -1.54095203e-01  1.66254908e-01
 -2.39114285e-01 -4.72147875e-02  2.29193583e-01  1.16987906e-01
  9.81516317e-02  7.02995732e-02 -1.70827851e-01 -3.84849578e-01
 -5.23877628e-02  1.78423643e-01  1.86646849e-01 -1.11797221e-01
  1.70641989e-01 -1.86347783e+00 -1.10057347e-01  2.02152640e-01
  1.07001565e-01  2.65237899e-03  2.97185016e+00  1.00687919e-02
 -4.41120148e-01 -2.02712864e-01  5.26554808e-02 -2.17854291e-01
 -1.30090723e-02  4.19793457e-01  1.24328725e-01 -3.55285317e-01
 -1.36980727e-01  2.22693637e-01 -2.77701408e-01  1.45505205e-01
 -4.21921071e-03  1.24991216e-01 -3.41100723e-01 -4.81777899e-02
  1.27884269e-01  2.59024590e-01  4.21364993e-01 -1.39543340e-01
 -1.84369292e-02 -2.93927819e-01  5.04710257e-01  2.62483329e-01
 -3.03779334e-01 -6.97573423e-02 -2.39891663e-01 -7.47028366e-02
 -2.25114465e-01  3.58938187e-01 -2.03381702e-01 -1.73461717e-02
  2.75049955e-01  2.88075000e-01  3.05035025e-01 -7.44350478e-02
  1.01319999e-01 -5.56993306e-01 -3.88732940e-01  7.09943101e-02
  8.37011561e-02 -1.52113333e-01  2.56291687e-01 -1.97381675e+00
 -2.43821666e-01  1.22963667e-01  2.20488325e-01 -8.41883421e-02
  2.90254998e+00  8.32599998e-02 -5.60012877e-01 -4.50391680e-01
  6.33155033e-02 -4.30610180e-01  1.02490000e-01  2.51005322e-01
 -6.83833361e-02 -4.22640830e-01 -3.57909530e-01  2.49261692e-01
 -5.16549945e-02  4.46972013e-01 -8.16116706e-02 -6.92693293e-02
 -4.08841968e-01  2.98121333e-01  1.98664129e-01  7.31041670e-01]",E
